extracted_pdf;extracted_summary
"2024-01 EVN - RV DL Integrations- & RPA-Lösungen";"{""auftraggeber"": ""Netz Niederösterreich GmbH, EVN Platz, 2344 Maria Enzersdorf"", 
""projektbeschreibung"": ""Rahmenvereinbarungen über Dienst- und Werkleistungen im Bereich Entwicklung von Integrations- und RPA-Lösungen, Los 1 – Entwicklung von Integrationslösungen in SAP PO / SAP IS (Process Orchestration / Integration Suite), Los 2 – Entwicklung von RPA-Lösungen mit UiPath,
Vergabeverfahren:
	1. In der ersten Stufe des Vergabeverfahrens haben alle Interessenten die Möglichkeit, Teilnahmeanträge zu stellen. Diese Stufe dient der Eignungsprüfung der Bewerber und der Auswahl der gemäß den Auswahlkriterien am besten geeigneten Bewerber für die zweite Stufe des Vergabeverfahrens.
	2. In der zweiten Stufe werden die gemäß den Auswahlkriterien besten Bewerber unter Übermittlung der Ausschreibungsunterlagen zur Abgabe eines verbindlichen Erstangebotes aufgefordert.

Teilangebote sind insofern zugelassen, als jeder Bewerber/Bieter auch für einzelne Lose ein Angebot abgeben kann. Teilangebote für bloß einzelne Teile eines Loses sind unzulässig."", 
""abgabetermin"": ""23.02.2024""
""unterlagenliste für das angebot"": ""- Teilnahmeantrag 
	- Ggfs. Subunternehmererklärung
	- Unterfertigungsbogen 
	- Ggfs. Unterfertigungsbogen für Bietergemeinschaften
	- Eigenerklärung zur Eignung
	- Nachweis der Zuverlässigkeit
		○ Auszug aus dem Firmenbuch
		○ Strafregisterbescheinigung
		○ Auszug aus dem Verbandsverantwortlichkeitsregister
		○ Letztgültiger Kontoauszug der zuständigen Sozialversicherungsanstalt
		○ Letztgültige Rückstandsbescheinigung des zuständigen Finanzamts
		○ Nachweis, dass kein Insolvenz- oder Sanierungsverfahren und kein Zwangsausgleich eingeleitet oder die Eröffnung eines Insolvenzverfahrens mangels kostendeckenden Vermögens abgewiesen wurde.
	- Nachweis der Befugnis -> Nachweis der Gewerbeberechtigung
	- Nachweis der finanziellen und wirtschaftlichen Leistungsfähigkeit
		○ Mindesumsatz ( zumindest € 1 Mio netto pro Jahr in den letzten drei Geschäftsjahren)
		○ Betriebs- oder Berufshaftpflichtversicherung (Deckungssumme von insgesamt mindestens Euro 3.000.000,00 für allgemeine Personen- und Sachschäden)
		○ KSV-Rating (Bonität >= 399)
	- Nachweis der technischen Leistungsfähigkeit
		○ Allgemeine Anforderungen an die Leistungsfähigkeit, Lose 1-2
			§ Präsenz im Umfang von bis zu 70% ist bei Bedarf erforderlich, der Rest kann remote erfolgen.
			§ Eingesetztes Personal muss über Deutschkenntnisse verfügen, welche mindestens der Niveaustufe C2 des gemeinsamen europäischen Referenzrahmens für Sprachen entsprechen
			§ Eingesetztes Personal muss über Englischkenntnisse verfügen, welche mindestens der Niveaustufe B2 des gemeinsamen europäischen Referenzrahmens für Sprachen entsprechen
			§ Leistungserbringung soll sich auf die definierten Schlüsselpersonen beschränken.
			§ Das Schlüsselpersonal darf nur unter bestimmten Kriterien wechseln und die Zustimmung muss durch den Auftraggeber erfolgen"", 
""leistungsbeschreibung"": ""Liefer-/Leistungszeitraum - 36 Monate ab Vertragsabschluss mit auftraggeberseitiger Option auf Verlängerung um weitere 24 Monaten
Los 1: Entwicklung von Integrationslösungen in SAP
Nachfolgend findet sich eine Aufstellung der generellen Anforderungen:
	- Entwicklung von Integrationslösungen mit SAP Process Orchestration und/oder SAP Integration Suite
	- Konzeption von Schnittstellen in Abstimmung mit dem Team
	- Unterstützung bei der Neuausrichtung der Integrationslandschaft
	- Überführung bestehender Prozesse in die neue Integrationslandschaft
	- Unterstützung im Betrieb
	- Diverse Anforderungen im energiewirtschaftlichen Umfeld
	- Aufbau des Monitorings in der neuen Integrationslandschaft
Von folgendem Bedarf und zeitlichen Rahmen wird ausgegangen:
	- Kontingent 1: Entwicklung von Integrationslösungen in SAP -> 2400 Stunden (2-3 Personen)
	- Kontingent 2: Entwicklung von Integrationslösungen in SAP -> 2400 Stunden (2-3 Personen)

Los 2: Entwicklung von RPA-Lösungen mit UiPath
Nachfolgend findet sich eine Aufstellung der generellen Anforderungen:
	- Entwicklung von Bots mit UiPath
	- Steuerung von diversen Systemen (u.a. SAP, Webanwendungen, …)
	- Detail-Abstimmung der Anforderungen mit Fachbereichen
	- Entwicklungstests sowie Abnahmetests mit den Fachbereichen
	- Unterstützung bei Administration und Betrieb bestehender Bots
	- Unterstützung in der Einführung neuer Features
	- Ausbau des Monitorings
	- Diverse Anforderungen im energiewirtschaftlichen Umfeld
Von folgendem Bedarf und zeitlichen Rahmen wird ausgegangen:
	- Kontingent 1: Entwicklung von Integrationslösungen mit UiPath -> 2400 Stunden (2-3 Personen)
	- Kontingent 2: Entwicklung von Integrationslösungen mit UiPath -> 2400 Stunden (2-3 Personen)"",
""personalprofil"": ""Los 1:
Namhaft gemachtes Schlüsselpersonal darf im Rahmen dieser Ausschreibung nur einmal genannt werden. Der Auftragnehmer ist während der Vertragslaufzeit in der Lage mindestens drei Personen je Kontingent zur Verfügung zu stellen, welche Kenntnisse/Erfahrung in folgenden Bereichen aufweisen:
	- Erfahrung in der Entwicklung mit SAP Process Orchestration und/oder SAP Integration Suite (5 Jahre)
	- Erfahrung im Betrieb von SAP Process Orchestration und/oder SAP Integration Suite (5 Jahre)

Los 2:
Namhaft gemachtes Schlüsselpersonal darf im Rahmen dieser Ausschreibung nur einmal genannt werden. Der Auftragnehmer ist während der Vertragslaufzeit in der Lage mindestens drei Personen je Kontingent zur Verfügung zu stellen, welche Kenntnisse/Erfahrung in folgenden Bereichen aufweisen:
	- Erfahrung in der Entwicklung von RPA Lösungen mit UiPath (3 Jahre)
	- Erfahrung Anforderungserhebung für RPA Lösungen (3 Jahre)
	- Erfahrung im Betrieb von RPA Lösungen mit UiPath (3 Jahre)"",
""unternehmensreferenzen"":""Im Teilnahmeantrag dürfen maximal die geforderten zwei Referenzprojekte pro Los angegeben werden. Werden mehrere Referenzprojekte angegeben, wird der AG jene zwei Referenzprojekte, die den höchsten Auftragswert auf-weisen, berücksichtigen. Referenzen, welche die definierten Mindestanforderungen nicht erfüllen, können zum Nachweis der technischen Leistungsfähigkeit nicht herangezogen werden.
Los 1:
Als Beleg für die Erfahrung des Bieters im Bereich des Loses sind dem Teilnahmeantrag zwei Referenzen mit folgenden Mindestanforderungen beizulegen:
	- Umfang und zeitliche Entsprechung:
		○ Der Umfang beträgt mindestens 50 Personentage
		○ Der Abschluss des Projektes liegt innerhalb der vergangenen 3 Jahre (wesentliche Teile) 
	- Entsprechung und wahrgenommener Leistungsumfang des Personals:
		○ Einsatz der SAP Process Orchestration oder SAP Integration Suite 
		○ Entwicklung von Schnittstellen von mindestens 20 Personentagen
		○ Erarbeiten und Entwerfen von Umsetzungskonzepten
Los 2:
Als Beleg für die Erfahrung des Bieters im Bereich des Loses sind dem Teilnahmeantrag zwei Referenzen mit folgen-den Mindestanforderungen beizulegen:
	- Umfang und zeitliche Entsprechung:
		○ Der Umfang beträgt mindestens 15 Personentage
		○ Der Abschluss des Projektes liegt innerhalb der vergangenen 2 Jahre
	- Entsprechung wahrgenommene Leistungsumfang des Personals:
		○ Anforderungserhebung mit Fachbereich
		○ Entwicklung von RPA-Lösungen mit UiPath von mindestens 10 Personentagen
		○ Einsatz des UiPath Orchestrator"", 
""zuschlagskriterien"": ""wirtschaftlich und technisch bestes Angebot""}"
"2024-02 GIZ GmbH - Central Project Evaluations - Lot 1";"{""auftraggeber"": ""Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH"",
""projektbeschreibung"": ""Central Project Evaluations - Lot 1 Economic development and employment, Transaction no. 81304024.
The subjects of central project evaluations are projects carried out by GIZ together with ist partners on behalf of BMZ (German Federal Ministry for Economic Cooperation and Development) in order to support the change projects of those partners. The purpose of a central project evaluation is to provide a critical, analytical review of the impacts and implementation of a project.
In our BMZ business, the aim is to evaluate 40 per cent of all projects with a commission value of more than EUR 3.0 million. This equates to around 80-100 central project evaluations each year. The total number of evaluated projects should be large enough to ensure that meaningful conclusions can be reached about assessments based on the OECDDAC criteria for all projects.

From approx. August 2024 to July 2027 GIZ will carry out approximately 240 central project evaluations (estimated number) worldwide, broken down into different thematic clusters. Nine framework agreements (= Lot) covering the following thematic clusters will therefore be put out to tender.
Lot no.: 1,
Framework: Economic development and employment,
Anticipated number of evaluations: 55, 
Maximum no. of evaluations: 75,
Maximum no. of contractor: 30"",
""abgabetermin"": ""12:00 noon on 8 March 2024
Information to tenderers about result of tender evaluation:	Beginning of July 2024
Award of contract: End of July 2024
Commencement of service delivery: Beginning of August 2024
Your tender will remain legally binding up to: 31 October 2024"",
""unterlagenliste für das angebot"": ""- Self-declaration for the eligibility of tenderers
	- Price Schedule
	- Declaration by candidate/bidding consortium
	- CV(s)
	- Project references"",
""leistungsbeschreibung"": ""The anticipated contract term will be from award of contract (anticipated August 2024) to July 2027, with the option for GIZ to extend the contract term for an additional year, to July 2028. The contractor is responsible for the design and execution of individual evaluations in the context of “Economic development and employment”. To this end, he must:
	- select, contract and oversee a co-evaluator from the partner country or region with a suitable profile and obtaining approval for this evaluator from GIZ
	- comply with the required quality standards with regard to methods and processes
	- deliver the required products (see section 2.6 Deliverables).

The GIZ Corporate Unit Evaluation is responsible for planning and steering the evaluation portfolio of central project evaluations. The contractor is responsible for preparation, implementation, quality assurance and backstopping, and reporting on individual evaluations with due.

The evaluation team always consists of two members (one lead evaluator and one co-evaluator). The lead evaluator (contractor) is responsible for the choice and integration of the coevaluator. GIZ assists at various points in the individual process steps.

The procedure for the evaluation, including clarification of roles, can be seen in the following process overview.
	1. Part I Inception Phase
	To meet the required high methodical quality standards of GIZ central project evaluations it is essential for the evaluation team to 
(1) gain a profound understanding of the evaluation object, cover all important aspects of the project and the stakeholders perspectives, 
(2) establishing evaluability i.e. the examination of the project's results logic (theory of change), the collection of evaluation questions from the partner and target group perspective and finally 
(3) the examination of available data, among other things, from the partner systems. 
(4) A carefully prepared inception report written by the evaluation team and approved by GIZ Corporate Unit Evaluation is the result of this inception phase.
	2. Part II Evaluation Phase
	Based on preparations during the inception phase, the evaluation mission intends to collect the necessary data for the evaluation by conducting interviews with the involved stakeholders and by other methods defined in the inception phase. Data are then analysed, triangulated, assessed and validated systematically. Based on the findings, the evaluation report is elaborated.
	3. Part III 
	In the post-evaluation phase, the evaluation results are condensed into various formats to foster and facilitate the utilisation of central project evaluations. The central project evaluation reports and short formats are published on the GIZ website Knowing what works, the Academy's Media and Information Centre and the DAC Evaluation Resource Centre.
	
Central project evaluations are conducted in line with international and national quality standards, as set out in particular in the OECD/DAC’s Quality standards for development evaluation, the BMZ guidelines Evaluierung der Entwicklungszusammenarbeit (Evaluating German Development Cooperation. BMZ Evaluation Policy), the Standards für Evaluation (Evaluation standards, in German) of DeGEval – Evaluation Society and the paper on the basic aspects of GIZ’s evaluation system. They are aligned specifically with standards set for usefulness, credibility and independence.

The following deliverables need to be submitted by the evaluation team to GIZ:
	- an inception report of no longer than 30 pages in the specified format
	- a PowerPoint presentation in the specified format for debriefing purposes after the evaluation mission
	- an evaluation report of 40-50 pages (without attachments) in the specified format, and with all required annexes (completed and password-protected efficiency tool, editable results model, password-protected interview coding list without codes, interview guidelines, last project results matrix)
	- a seven-page executive summary in the specified format
	- a one-page document in the specified format containing the core messages of the evaluation
	- quality-assured German translations of seven-page executive summary and one-page document
	- a PowerPoint presentation in the specified format for the reflection meeting “Evaluated – what next?”
In order to fulfil the high methodological standards for the central project evaluations, the GIZ Corporate Unit Evaluation will check the accuracy and methodological quality of the inception report and the evaluation report using a report quality assessment table. The reports need to achieve a minimum of 75% before approval."",
""personalprofil"": ""All evaluations must be carried out by a team consisting of one lead and at least one co-evaluator from the partner country or region.
The total expert-days for the evaluation team require an average of approx. 77 expert-days in total. The assignment days of the international and co-evaluator will be specified in the calloff.
The ratio of expert-days for the lead evaluator and the co-evaluator should be as follows:
	- Lead evaluator approx. 50 expert-days (including travel days and excluding  weekends or holidays)
	- Co-evaluator approx. 27 expert-days (including travel days and excluding weekends or holidays)
Mandatory skills of the evaluator ->  Excellent English language skills (full proficiency, level C2 according to the Common European Framework of Reference for Languages) are mandatory as well as reading skills in German (full proficiency, level B1 to the Common European Framework of Reference for Languages) for reading and analysing project documents."", 
""unternehmensreferenzen"": ""Mandatory reference projects -> At least 3 reference projects in the technical field of “evaluation in German development  cooperation” with a minimum commission value of EUR 20,000 in the last 3 years (2021 – 2024)"",
""zuschlagskriterien"": ""The tender for the individual framework agreement for each thematic cluster will be an open procedure. There is no provision for negotiation.

	1. The first step is the evaluation according to the eligibility criteria. If successfully completed, the next step is an assessment of the technical component of the bid. The criteria for checking eligibility can be found in the grid for assessing the eligibility of tenderers.

	2. The second step is the technical assessment. The qualification and respective weightings are: 
		a. evaluation expertise and experience (55%), 
			i. 15 assignments (e.g. evaluations, appraisal missions, research assignments, projects, trainings) using methods in empirical social research (quantitative and qualitative data collection methods and data analysis)
			ii. 15 evaluations of projects in international cooperation
			iii. 15 evaluations applying OECD-DAC criteria for evaluation
			iv. 15 evaluations with complex evaluation designs (contribution analysis, quasiexperimental) and efficiency analysis
			v. 10 assignments (e.g. evaluations, appraisal missions, projects, trainings) on gender equality, the principle of “Leave No One Behind” (LNOB) and/or human rights
		b. technical expertise and experience in the thematic area (30%), 
			i. 15 assignments (e.g. evaluations, appraisal missions, projects, trainings) in the field/sector of Economic development and employment
			ii. 15 assignments (e.g. evaluations, appraisal missions, projects, trainings)addressing/applying GIZ instruments and approaches
		c. regional knowledge (5%) and 
			i. International working assignments (e.g. evaluations, appraisal missions, projects,^trainings) in a broad number of countries of various world regions (MENA, Africa (without MENA), Latin America and the Caribbean, Asia (without MENA), and Europe)
		d. additional language skills (10%).  (French or Spanish - C1 or higher)
	The criteria for the technical assessment of bids can be found in the grid for the technical assessmentof tenders.

	3. The third step is the evaluation of the price bid.

The aim is to form pools of evaluators under each framework agreement. We do limit the number of evaluators in the pools. The proposed evaluators will be placed in the pool using a ranking system. Rankings are based on the total number of points achieved after overall assessment of the bids, including technical (70%) and price evaluation (30 %).""}"
"2024-02 Kassenärztliche Vereinigung BW - Terminservice classic";"{""auftraggeber"": ""Kassenärztliche Vereinigung Baden-Württemberg, Albstadtweg 11, 70567 Stuttgart"",
""projektbeschreibung"": ""Die KVBW schreibt mit der vorliegenden Leistungsbeschreibung eine externe medizinische Callcenter-Dienstleistung zur Sicherstellung des Betriebes ihrer Terminservicestelle classic aus. Dabei sollen die Annahme und Bearbeitung von über die 116117 eingehenden Anrufe auf der Linie der TSS Classic (Montag bis Freitag, 8.00 bis18.00 Uhr) übernommen werden. Die klassische Terminvermittlung umfasst die Vermittlung von dringenden und nicht-dringenden Terminen zur haus- und fachärztlichen beziehungsweise zur psychotherapeutischen Versorgung über den 116117 Terminservice. Gesetzliche und vertragliche Anspruchsvoraussetzung für die dringende Terminvermittlung ist in der Regel das Vorliegen und der Nachweis eines Vermittlungscodes gegenüber der TSS. Der Einsatz von SmED (standardisierte medizinische Ersteinschätzung) ist nicht erforderlich.
Der Auftragnehmer erbringt die ausgeschriebene Callcenter-Dienstleistung in eigenen Räumen und mit eigenen Arbeitsmitteln. Er erhält hierfür Zugriff auf die von der KBV/ von kv.digital auf Grundlage von § 75 Abs. 1a Satz 16 SGB V bereitgestellte Terminvermittlungssoftware „116117 Terminservice“ (siehe Unterabschnitt 2.5.6)."",
""abgabetermin"": ""05.03.2024 14:00 Uhr. Die Zuschlags- und Bindefrist läuft am 05.04.2024 ab."", 
""unterlagenliste für das Angebot"" :	""- Angebotsblatt
	- Referenzbogen
	- Leistungsverzeichnis (Preisblatt)
	- Fragebogen zur Leistungsbewertung
	- Existenznachweis bei Eintragung im Handels-, Genossenschafts- oder Partnerschaftsregister oder einem Vereinsregister eines Bundeslandes der Bundesrepublik Deutschland durch Angabe der Registerart, des Registergerichts und der Registernummer alternativ durch Einreichung einer Kopie der Anmeldungs- bzw. Eintragungsbescheinigung zum Nachweis der ordnungsgemäßen Gewerbeanmeldung/-ummeldung, nicht älter als 12 Monate in deutscher Sprache
	- Erklärung über den Gesamtumsatz des Bieters/der Bietergemeinschaft und den Umsatz für den zu vergebenden Leistungen entsprechenden Leistungen in den letzten drei abgeschlossenen Geschäftsjahren.
	- Eigenerklärung über den Bestand / Abschluss einer gültigen Betriebshaftpflichtversicherung mit einer Mindestdeckungssumme von 5.000.000 € pauschal für Personen-, Sach- und Vermögensschäden pro Versicherungsfall und zweifach maximiert pro Versicherungsjahr (vgl. Bekanntmachung).
	- Nachweis über das Vorliegen einer Zertifizierung des Rechenzentrums nach ISO 27001, gem. der Bekanntmachung
	- Angaben zu Registereintragung oder ggf. eines vergleichbaren Nachweises gem. der Bekanntmachung
	- Verpflichtungserklärung zur Tariftreue und Mindestentlohnung für Bau- und Dienstleistungen nach den Vorgaben des LTMG Baden-Württemberg, gem. der Bekanntmachung
	- ggf. Erklärung zum Nachunternehmereinsatz je Los
	- ggf. Verpflichtungserklärung Nachunternehmer je Los
	- ggf. Bietergemeinschaftserklärung je Los
	- Erklärung Informationen zum Bieter
	- Erklärung zu EU-Sanktionen bzgl. Russland
	- Datenschutz- und Vertraulichkeitserklärung (vgl. Bekanntmachung)"", 
""leistungsbeschreibung"": ""Das Angebot einer klassischen Terminvermittlung über die Terminservicestelle der KVBW muss allen Bürger*innen in Baden-Württemberg zu den Sprechstundenzeiten der an der vertragsärztlichen beziehungsweise vertragspsychotherapeutischen Versorgung teilnehmenden Ärzte und Psychotherapeuten zur Verfügung stehen. Daraus ergeben sich nachfolgende Leistungsanforderungen:
	- Servicezeiten (Mo-FR 8:00-18:00)
	- Service Levels --> Annahme der über die 116117 bei der TSS classic eingehenden Calls innerhalb von 60 Sekunden
	- Im Rahmen der gesamten Personalplanung und des Personaleinsatzes hat der Auftragnehmer sicherzustellen, dass 100% des eingesetzten Gesamtpersonals ausschließlich aus qualifiziert medizinisch geschultem Personal besteht.
Im Zusammenhang mit der Bereitstellung des Personalkontingentes zur Terminvermittlung hat der Auftragnehmer im Rahmen seiner Serviceleistung folgende Komponenten mit anzubieten bzw. zu nutzen und dabei die folgenden technisch-organisatorischen Leistungsanforderungen zu erfüllen:
	- Das Rechenzentrum verfügt über eine EN ISO 27001- Zertifizierung.
	- Der Standort des Rechenzentrums liegt in Deutschland oder einem anderen Mitgliedsstaat der Europäischen Union.
	- Intraday Reporting"",
""personalprofil"": """",
""unternehmensreferenzen"": ""Mindestens drei vergleichbare Referenzprojekte (welche am ehesten der Größenordnung der Ausschreibung entsprechen) aus den letzten drei abgeschlossenen Geschäftsjahren unter Angabe des Projektumfangs, der Ausführungszeit, des Auftraggebers und des Ansprechpartners beim AG inkl. Telefonnummer (vgl. Bekanntmachung)

Als vergleichbar gilt die Referenz, wenn diese folgenden Anforderungen erfüllt werden:
	- Referenz aus den Bereichen des Gesundheitswesens: Kassenärztliche Vereinigungen, gesetzliche Krankenkassen,
	- Mindestvertragslaufzeit 12 Monate ab Übernahme der Leistung,
	- Bereitstellung von min. 18 parallelen Vermittlungsarbeitsplätzen, davon mind. 20 % besetzt mit med. Fachpersonal,
	- Vergleichbares Anrufvolumen,
	- Mindestens eine der benannten Referenzen muss eine Beauftragung im Bereich der Sicherstellung des ärztlichen Bereitschaftsdienstes und/oder im Bereich der klassischen Terminvermittlung (TSS classic) über den Patientenservice 116117 darstellen.
Die Mindestlaufzeit von 12 Monaten muss zum Zeitpunkt der Angebotsfrist bereits erfüllt sein."",
""zuschlagskriterien"": ""Die Bewertung setzt sich wie folgt zusammen:
1. Wertungsanteil: Preis 30 %
2. Wertungsanteil: Kriterien 70 %
Wertungskennzahl = preiskennzahl + kriterienkennzahl

Innerhalb des Wertungsanteils Kriterien mit insgesamt 70 % werden 100 % = 100 Punkte verteilt.
1.1 Konzept zum Projektmanagement 50 % = max. 50 Punkte
	- Zur Sicherstellung eines reibungslosen Ablaufes im Rahmen der Bereitstellung der Serviceleistung „Terminservice classic“ hat der Bieter mit seinem Angebot ein Konzept zu seinem Projektmanagement einzureichen, welches den Umfang von max. 8 DIN A4 Seiten nicht überschreitet. In diesem Konzept hat der Bieter darzulegen, wie er das Projekt methodisch plant, um einen fristgerechten Vertragsbeginn zum 01.07.2024 ohne Verzögerungen sicherzustellen und im Rahmen der Vertragslaufzeit aufrecht zu erhalten.
1.2 Servicekonzept 50 % = max. 50 Punkte
	- Zur Sicherstellung eines reibungslosen Ablaufes im Rahmen der Vertragsumsetzung hat der Bieter mit seinem Angebot ein Servicekonzept einzureichen, welches den Umfang von max. 8 DIN A4 Seiten nicht übersteigt. In diesem Konzept hat der Bieter darzulegen, wie er die Vertragsumsetzung plant, um die in der Leistungsbeschreibung definierte Servicequalität sicherzustellen.""}"
"2024-02 Land Niedersachsen - RV IT-Service Zeiterfassung";"{""auftraggeber"":""IT.NIEDERSACHSEN, Göttinger Chaussee 259, D-30459 Hannover"",
""projektbeschreibung"": ""Beschaffung einer Anwendungssoftware für Zeiterfassung inklusive Dienstleistungen
Die veränderten wettbewerblichen Rahmenbedingungen machen es erforderlich, den Betrieb neu zu strukturieren und das Dienstleistungsspektrum neu zu ordnen. Im Rahmen der Neuordnung sollen die IT-Systemleistungen an den aktuellen Stand der Anforderungen und Technik angepasst und inhaltlich an die neuen Anforderungen als Dienstleitung angeboten werden. Der Prozess der Neuordnung soll zugleich dazu genutzt werden, ein neues Zeitmanagementtool zu beschaffen und in die IT-Landschaft der IT.NIEDERSACHSEN zu integrieren. Darüber hinaus wird ein ITUnternehmen gesucht, das die IT.NIEDERSACHSEN bei der Übernahme von Projektleistungen unterstützen kann. Das Projekt-Leistungszentrum beinhaltet die Beschaffung der Lösung, Implementierung, Integration von IT-Lösungen in eine bestehende IT-Infrastruktur ggf. Neuaufbau der notwendigen Infrastruktur.

Das neue Lösungssystem wird als On-Premise Variante im Dataport Rechenzentrum (RZ) der ITNIEDERSACHSEN in Hamburg betrieben. Der Auftraggeber (AG oder IT.NIEDERSACHSEN) hat die volle Verantwortung für den Betrieb und die Verfügbarkeit der Software. Folgende Dienstleistungen überlässt IT.NIEDERSACHSEN hingegen dem Auftragnehmer:
• die Installation, Konfiguration, Einweisung, Schulung und Pflege der Software
• die Wartung der neuen Hard- und Software (Wartungsvertrag mit Auftragnehmer).
• Behörden Projektleistungen

Das nachfolgend beschriebene Zeitmanagementtool, inklusive Dienstleistungen ggf. Weiterentwicklungen sollen Verträge im Rahmen einers:
• 32-jährigen Vertragsverhältnisses Rahmenvereinbarung mit einem Dienstleister bereitgestellt werden.
• Daran soll sich eine 1-jährige Verlängerungsphase anschließen.
• Optional muss noch eine zweite Verlängerungsphase mit einer 1-jährigen Dauer angeboten werden.
Das Zeitmanagementtool muss darüber hinaus so gestaltet sein, dass nach Ablauf des Vertragsverhältnisses die zu erbringenden Leistungen in den Bereichen Systemservice, Weiterentwicklung und Pflege des gesamten L-Systems neu ausgeschrieben werden können und somit auch ein Dienstleisterwechsel möglich ist."",
""abgabetermin"": ""14.03.2024, 11:00 Uhr"",
""unterlagenliste für das angebot"" : ""- Angebotsschreiben
	- Ggfs. Erklärung Bietergemeinschaft
	- Ggfs. Verpflichtungserklärung Unterauftragnehmer
	- Eigenerklärung Ausschlussgründe
	- Eigenerklärung Sanktionen
	- Eigenerklärung Tariftreue und Mindestlohn
	- Kriterienkatalog"",	
""leistungsbeschreibung"": ""Die geforderten Dienstleistungen beinhalten:
• Einhaltung der Anwendungsrichtlinien aus IEC 60839 11 2 für Projektierung, Planung, Installation, Betrieb und Wartung.
• die Konzeption der Infrastruktur
• Umsetzung der Konzeption ggf. Übergabe an die internen Dienstleister,
• Installation der Hardware bei den Mandanten
• Ggf. eine lokale Einrichtung und Konfiguration
• Ggf. Behörden spezifische Anpassung der Lösung
• Übergabe dokumentierter Tests hinsichtlich Skalierung der Lösung
• Nachweis und Test der Mandantenfähigkeit
• Übergabe der Testprotokolle
• Lizenzierung und Übergabe der Nachweise
• Softwarepflege sowie
• Schulungsmaßnahmen für unterschiedliche Nutzerklassen am Hauptstandort der IT.NIEDERSACHSEN in Hannover und / oder den Nutzungsberechtigten Behörden vor Ort.

Das L-System wird in Form einer Rahmenvereinbarung mit der IT.NIEDERSACHSEN ausgeschrieben. Die Rahmenvertrags-Bezugsberechtigten sind die Mandanten der IT.NIEDERSACHSEN. Der Auftragnehmer bindet das System in die IT-Landschaft der IT.NIEDERSACHSEN betriebsfertig ein. Hierzu wird er u. a. und soweit erforderlich:
• das L-System konzipieren,
• das L-System ggf. inklusive der erforderlichen Middleware1- und Administrationskomponenten einrichten, installieren und konfigurieren,
• ggf. das L-System an ein Verzeichnisdienst anbinden, eine Systemüberwachung, eine Datensicherungskonzeption, eine Netzwerkanbindung etc. erarbeiten und deren Funktion sicherstellen,
• das L-System auf den Clients und auf den Serverinstanzen entsprechend anpassen (Customizing),
• ein Installations-, Konfigurations-, Administrations-, Nutzer- sowie Betriebshandbuch für den Betrieb und die Benutzung des L-Systems erstellen bzw. dem Auftraggeber übergeben,
• eine geordnete Betriebsübergabe inklusive eines Wissenstransfers sicherstellen. Bei der Nutzungsübergabe des L-Systems sind alle erforderlichen Lizenzen durch den Auftragnehmer bereitzustellen. Hierzu gehören:
• ggf. die Lizenzen für alle Komponenten der Serverinstanzen-Infrastruktur,
• ggf. die Clientlizenzen für Administratoren, User Help Desk-Beschäftigte und Anwender sowie
• alle erforderlichen Lizenzen für Datenanbindungen und Managementwerkzeuge, soweit diese nicht vom Auftraggeber selbst bereitgestellt werden."",
""personalprofil"": """",
""unternehmensreferenzen"": """",
""zuschlagskriterien"": ""Der Zuschlag wird gemäß § 58 VgV i. V. m. § 127 GWB auf das wirtschaftlichste Angebot erteilt. Dieses wird nach der so genannten einfachen Richtwertmethode gemäß der Unterlage für die Ausschreibung und Bewertung von IT-Leistungen (UfAB 2018) des Beauftragten der Bundesregierung für
Informationstechnik (http//www.cio.bund.de) gebildet. Danach wird nach der gesamten Leistungsbewertung und der Feststellung der Preise die Kennzahl für das Leistungs-Preis-Verhältnis ermittelt:

Z = L / P
Z : Kennzahl für Leistungs-Preis-Verhältnis
L : Gesamtsumme der Leistungspunkte (Bewertungspunkte * Gewichtung)
P : Gesamtpreis (Euro) der Leistung gemäß Preisblatt
PGesamt = PLizenz + PHardware + PUmsetzungsvorgehen + PSystemservice + PSchulung +PUnterstützungsleistung""}"
